team_id_master,team_name,club_name,alias,state_code,state,age_group,gender,birth_year,is_deprecated,division,modular11_alias
89411449-1bc5-4548-b590-549d63ef9e84,City SC Southwest U14 HD,City SC Southwest,651849,CA,California,u14,Male,,FALSE,HD,
8a951b97-3d79-4c79-b3dd-12d6e534c911,Total Futbol Academy U14 AD,TOTAL FUTBOL ACADEMY (CA),249_U14_AD,CA,California,u14,Male,,FALSE,AD,
ac1297d8-58f3-4220-94f3-cb48a7abdb1f,Sporting San Diego U14 AD,Sporting San Diego,86836,CA,California,u14,Male,,FALSE,AD,
05d07d97-804c-4c3a-8f0f-ff23b98c26b7,San Jose Earthquakes U14 HD,San Jose Earthquakes,9_U14_HD,CA,California,u14,Male,,FALSE,HD,
18c44839-9699-4373-a11d-6ac64b6e2257,Silicon Valley Soccer Academy U14 HD,Silicon Valley Soccer Academy,104_U14_HD,CA,California,u14,Male,,FALSE,HD,
3fcaef33-2764-49e5-b8f7-6ace55e56f4d,De Anza Force U14 HD,De Anza Force,77_U14_HD,CA,California,u14,Male,,FALSE,HD,
25a632fa-1c42-4ddb-b26b-d543bafc0d2e,Los Angeles Football Club U14,Los Angeles Football Club,184_U14_HD,CA,California,u14,Male,,FALSE,HD,
64fcfa65-f92b-40a2-9a6c-6ee6afd5d8ad,San Francisco Glens SC U14 HD,San Francisco Glens Soccer Club,409_U14_HD,CA,California,u14,Male,,FALSE,HD,
6829caa5-ccce-4cd7-b6b1-0beeb8da1a7d,Total Futbol Academy U14 HD,TOTAL FUTBOL ACADEMY (CA),672729,CA,California,u14,Male,,FALSE,HD,
b5f1b783-0126-4f07-a455-4b259ff5f45e,Napa United U14 HD,Napa United,630792,CA,California,u14,Male,,FALSE,HD,
cf4b764c-bf69-4d18-9b5a-bf3910b94c69,Santa Barbara Soccer Club U14 HD,Santa Barbara Soccer Club,394_U14_HD,CA,California,u14,Male,,FALSE,HD,
db4062e6-3610-41fc-a428-f458235daec4,SoCal Reds FC U14 AD,SoCal Reds FC,566_U14_AD,CA,California,u14,Male,,FALSE,AD,
e60014ab-17b2-437d-91c4-d36650fd7fb3,Chula Vista FC U14 HD,Chula Vista FC,472426,CA,California,u14,Male,,FALSE,HD,
fa490cd5-772c-430b-9e5d-cd54ec15a11f,Atletico Santa Rosa U14 HD,Atletico Santa Rosa,119943,CA,California,u14,Male,,FALSE,HD,
d40e303d-8924-4352-b204-e054604e6f48,Los Angeles SC U14 HD,Los Angeles SC,489019,CA,California,u14,Male,,FALSE,HD,
fe6c8508-2633-47e3-9bce-f267639c44f9,FC Golden State U14 HD,FC Golden State,499068,CA,California,u14,Male,,FALSE,HD,
29543531-5862-46bf-87f0-aebae872c953,City SC - San Diego U14 AD,City SC - San Diego,381552,CA,California,u14,Male,,FALSE,AD,
4297f77e-b956-4369-a660-2c8282c2e60c,ALBION SC Los Angeles U14 HD,ALBION SC Los Angeles,623642,CA,California,u14,Male,,FALSE,HD,
60e8f25b-229b-41d3-ab26-e609eef835b0,LA Bulls U14 HD,Los Angeles Bulls Soccer Club,656920,CA,California,u14,Male,,FALSE,HD,
407d434d-d8b5-4120-9f17-6ce509e13ae6,Los Angeles Surf U14 AD,LA Surf Soccer Club,617224,CA,California,u14,Male,,FALSE,AD,
67d02884-3fc7-4798-877d-768b27233973,De Anza Force U14 AD,De Anza Force,77_U14_AD,CA,California,u14,Male,,FALSE,AD,
d31785c3-fba2-46cf-a178-86814dabd105,San Francisco Glens SC U14 AD,San Francisco Glens Soccer Club,409_U14_AD,CA,California,u14,Male,,FALSE,AD,
5bb803fc-29c9-4147-8ae2-0bb06e3ea742,Ventura County Fusion U14 AD,Ventura County Fusion,397_U14_AD,CA,California,u14,Male,,FALSE,AD,
6f2e1ce2-f1b4-4452-a2d6-1198513ea673,Los Angeles SC U14 AD,Los Angeles Soccer Club,618448,CA,California,u14,Male,,FALSE,AD,
f975bc42-72be-4a9e-9dd4-4aae93e8d5a7,ALBION SC San Diego U14 AD,ALBION SC San Diego,101_U14_AD,CA,California,u14,Male,,FALSE,AD,
4ce1da53-173b-4991-ab5d-410ed61c6601,ALBION SC Merced U14 HD,ALBION SC Merced,373937,CA,California,u14,Male,,FALSE,HD,
d943f39d-ccbd-46cf-8fdd-305c916b9b63,San Francisco Seals U14 HD,San Francisco Seals,565_U14_HD,CA,California,u14,Male,,FALSE,HD,
9b2a67ea-82ea-4d60-bcde-5d1e1d4af00c,Nomads U14,Nomads,57_U14_HD,CA,California,u14,Male,,FALSE,HD,
281d9cb4-0aa6-4e87-a2d0-b694fc44ae1b,Strikers FC U14 HD,Strikers FC,237548,CA,California,u14,Male,,FALSE,HD,
8eacec11-e5e4-490e-8d7e-fc1e9a4de079,Breakers FC U14,Breakers FC,267_U14_HD,CA,California,u14,Male,,FALSE,HD,
05fb80c5-22c0-41ec-a026-d142b4942585,Colorado United SC U14 AD,Colorado United SC,879_U14_AD,CO,Colorado,u14,Male,2012,FALSE,AD,
35ef54c7-40b6-4822-9347-bf3c3c434897,ALBION SC Colorado U14 AD,ALBION SC Colorado,964_U14_AD,CO,Colorado,u14,Male,2012,FALSE,AD,
6d21eedb-e9c7-4108-940f-16af38823ae0,ALBION SC Denver U14 AD,ALBION SC Denver,1077_U14_AD,CO,Colorado,u14,Male,2012,FALSE,AD,
ea821773-8238-4739-b59f-c938722046a2,Skyline Soccer Association U14 AD,Skyline,1345_U14_AD,CO,Colorado,u14,Male,2012,FALSE,AD,
33b44a9b-40f8-43bc-bac3-cc9d3c17e90f,ALBION SC Colorado U14 HD,ALBION SC Colorado,964_U14_HD,CO,Colorado,u14,Male,2012,FALSE,HD,
7d490830-8c7e-4686-9b87-e30ba77a2525,Broomfield Soccer Club U14 AD,Broomfield Soccer Club,1342_U14_AD,CO,Colorado,u14,Male,2012,FALSE,AD,
d65aa571-aed8-43ca-84fd-44c50f0263f6,Grand Junction Soccer Club U14 AD,Grand Junction Soccer Club,1344_U14_AD,CO,Colorado,u14,Male,2012,FALSE,AD,
2f3b4437-311b-46b3-97be-9e3466787ca9,Ginga FC U14 AD,Ginga FC,1276_U14_AD,CT,Connecticut,u14,Male,2012,FALSE,AD,
74e9bb71-e8e9-4998-a4dc-fcd74f3b7fc4,Oakwood Soccer Club U14 HD,Oakwood Soccer Club,25_U14_HD,CT,Connecticut,u14,Male,2012,FALSE,HD,
98a18014-fcc3-4c11-9de9-1eb276293509,Connecticut Rush U14 AD,Connecticut Rush,435787,CT,Connecticut,u14,Male,2012,FALSE,AD,
df6939bf-560e-416c-9ad8-b0c27c9be9c1,Oakwood Soccer Club U14 AD,Oakwood Soccer Club,145787,CT,Connecticut,u14,Male,2012,FALSE,AD,
0298c946-657e-4708-aaed-0f8d4f332e46,Beachside of Connecticut U14 AD,Beachside of Connecticut,165622,CT,Connecticut,u14,Male,2012,FALSE,AD,
13178ca4-31f3-45e7-b800-a92f547fd9df,Beachside of Connecticut U14 HD,Beachside of Connecticut,89_U14_HD,CT,Connecticut,u14,Male,2012,FALSE,HD,
a44f56b6-1da3-496c-8d81-4c39a9ad7dc7,Connecticut United FC U14 HD,Connecticut United FC,1142_U14_HD,CT,Connecticut,u14,Male,2012,FALSE,HD,
d504ac82-b2e3-48a0-adc9-16e67d237636,D.C. United U14 HD,D.C. United,40_U14_HD,DC,District of Columbia,u14,Male,,FALSE,HD,
1de24288-c6a8-49bc-9b3d-4a66790d80c5,Sporting Athletic Club U14 HD,Sporting Athletic Club,862_U14_HD,DE,Delaware,u14,Male,2012,FALSE,HD,
8c75f215-3746-4be3-9254-8b219d009b9a,Sporting Athletic Club U14 AD,Sporting Athletic Club,862_U14_AD,DE,Delaware,u14,Male,2012,FALSE,AD,
cbe4cd6d-ea5c-48d8-af14-37277e4e0cb9,United Soccer Alliance U14 AD,Clay County SC United Soccer Alliance,82342,FL,Florida,u14,Male,,FALSE,AD,
faf40d93-5bf1-4e48-a2a1-1aaf112c1049,West Florida Flames U14 AD,West Florida Flames,95108,FL,Florida,u14,Male,,FALSE,AD,
56981656-d30f-4758-8b9e-12aece8d6e3f,Sol SC Florida U14 AD,Sol SC Florida,54079,FL,Florida,u14,Male,,FALSE,AD,
e8aa2427-a457-40a2-b314-8f026daf2080,Plantation FC Rush U14 AD,Plantation F.C.,1305_U14_AD,FL,Florida,u14,Male,,FALSE,AD,
952c92c5-3900-475f-abfb-90ee5dd52eaf,IMG U14 HD,IMG Academy,37_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
f53bb8bb-dcab-4111-bf08-0eaf95cc19db,IMG U14 AD,IMG Academy,127089,FL,Florida,u14,Male,,FALSE,AD,
1a10f671-a59a-4af5-8c54-70dd1f994755,IdeaSport SA U14 HD,IdeaSport SA,463_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
abcc59e0-3599-48be-9667-7e71387a30d7,Athletum FC Academy U14 AD,Athletum FC Academy,856_U14_AD,FL,Florida,u14,Male,,FALSE,AD,
779afbae-b869-41c4-a476-c0efa61507cb,Weston FC U14 AD,Weston FC,108824,FL,Florida,u14,Male,,FALSE,AD,
564e2c65-de1a-4a0d-b763-0e3f4dedaba9,South Florida Football Academy U14 AD,South Florida Football Academy,278_U14_AD,FL,Florida,u14,Male,,FALSE,AD,
c2c6701b-8a23-4032-8a46-b81b323786fc,Miami Futbol Academy Rush U14 HD,Miami Futbol Academy Rush,35_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
153b11d2-ea79-476d-b168-6e873e63f530,Tampa Bay United U14 AD,Tampa Bay United,387_U14_AD,FL,Florida,u14,Male,,FALSE,AD,
ad9d9a57-d042-4851-b1af-8484d9e6c2a6,South Florida Football Academy U14 HD,South Florida Football Academy,278_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
6c8ddbcf-a7c3-439d-9cea-82d6ee6c19fb,Tampa Bay United U14 HD,Tampa Bay United,387_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
a170f131-99a2-4abd-93ef-b8ed5741235b,Athletum FC Academy U14 HD,Athletum FC Academy,856_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
db4dcc81-0b98-46fd-9f0d-f447db532346,NONA Soccer Academy U14 AD,Nona Soccer Academy,644103,FL,Florida,u14,Male,,FALSE,AD,
58a3b0b1-6845-45e5-8e1c-ab495bdd06e0,Weston FC U14 HD,Weston FC,11_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
82681815-e422-4936-9ff0-5f738a31428c,IdeaSport SA U14 AD,IdeaSport SA,261432,FL,Florida,u14,Male,,FALSE,AD,
9c76da26-6c5e-435c-a9e9-bebd97ef0dd2,One FC U14 AD,One FC,1304_U14_AD,FL,Florida,u14,Male,,FALSE,AD,
fd91e238-8976-4d85-8579-efcea53d36ef,Galacticos Soccer Academy U14 AD,Galacticos Soccer Academy,1303_U14_AD,FL,Florida,u14,Male,,FALSE,AD,
c4b1f3d4-d71c-4d46-9001-689afbe18a29,Miami Futbol Academy Rush U14 AD,Miami Futbol Academy Rush,35_U14_AD,FL,Florida,u14,Male,,FALSE,AD,
5f1a87cc-99e8-48a1-b147-6b6d89879aaf,Orlando City Soccer School South U14 HD,Orlando City Soccer School South,471_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
2ee49323-318f-4d67-9097-b18b687cbd69,Orlando City Soccer School South U14 AD,Orlando City Soccer School South,471_U14_AD,FL,Florida,u14,Male,,FALSE,AD,
aee8b3bc-98da-475f-92ab-ddb678e8d78a,Inter Miami CF U14 AD,Inter Miami CF,583198,FL,Florida,u14,Male,,FALSE,AD,
135364e5-934c-4e9f-8af9-62edec3916a4,Inter Miami CF U14 HD,Inter Miami CF,335_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
197a6966-194a-4675-9c90-f93814a94e62,Orlando City SC U14 HD,Orlando City SC,22_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
d5da10d3-dc49-44a6-9d44-2bacd680faad,Orlando City Youth SC U14 HD,Orlando City Youth SC,364_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
27371dfc-3877-4997-9b5c-91650c787c4e,Sol SC Florida U14 HD,Sol SC Florida,363_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
79d7b7ab-85c8-40ee-9347-318e78aaee4d,Tampa Chargers Soccer Club U14 AD,Chargers Soccer Club,36_U14_AD,FL,Florida,u14,Male,,FALSE,AD,
869990ab-45a9-4c0a-b8ea-c5e16365daeb,Tampa Chargers Soccer Club U14 HD,Chargers Soccer Club,36_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
45af5eb4-0616-4147-b04b-a8bc3f92a557,Jacksonville FC U14 AD,Jacksonville FC,485740,FL,Florida,u14,Male,,FALSE,AD,
00fdcc29-fe52-40a9-a8c2-5991f7d592ac,West Florida Flames U14 HD,West Florida Flames,95090,FL,Florida,u14,Male,,FALSE,HD,
82c754e1-cdd9-46a4-8b22-9e52242e7229,Jacksonville FC U14 HD,Jacksonville FC,name:jacksonville-fc_U14_HD,FL,Florida,u14,Male,,FALSE,HD,
f3bbaf94-cdbf-49a0-a1f2-af819d30e2b1,Orlando City Youth SC U14 AD,Orlando City Youth SC,364_U14_AD,FL,Florida,u14,Male,,FALSE,AD,
b0956351-bd6c-45a3-9284-4a2583283ab9,Southern Soccer Academy U14 AD,Southern Soccer Academy,366_U14_AD,GA,Georgia,u14,Male,,FALSE,AD,
05bbe990-bf1e-4ec6-bb98-907082e8cd07,Inter Atlanta FC U14 AD,Inter Atlanta FC,383_U14_AD,GA,Georgia,u14,Male,,FALSE,AD,
3cee780b-9ac1-493d-a83a-9a78b222c3ad,Southern Soccer Academy U14 HD,Southern Soccer Academy,event_75_Southern Soccer Academy_U14_HD,GA,Georgia,u14,Male,,FALSE,HD,
0a39e0e1-b432-4acf-8b64-cd0eb41763a1,Inter Atlanta FC U14 HD,Inter Atlanta FC,"673901, 383_U14_HD",GA,Georgia,u14,Male,,FALSE,HD,
f18f7c1c-7ba2-4d82-ac23-b57d9e7c2a88,AFC Lightning U14 AD,AFC Lightning,455_U14_AD,GA,Georgia,u14,Male,,FALSE,AD,
ca2d274b-ce3e-4e62-a4bb-8ad62010b583,AFC Lightning U14 HD,AFC Lightning,455_U14_HD,GA,Georgia,u14,Male,,FALSE,HD,
da88cdba-b4f9-44b8-abda-c7dcf1ad5c2e,Lanier Soccer Association U14 HD,Lanier Soccer Association,382_U14_HD,GA,Georgia,u14,Male,,FALSE,HD,
afe943e1-1724-4794-b0a7-ae968bad1778,Atlanta United U14 HD,Atlanta United,95_U14_HD,GA,Georgia,u14,Male,,FALSE,HD,
073be2ca-0553-4af0-a165-87879dbf7c89,Southern Soccer Academy U14,Southern Soccer Academy,name:southern-soccer-academy_U14_HD,GA,Georgia,u14,Male,,FALSE,HD,
2d0c9d9c-cf3f-43ea-9e5f-2dc085d7bf94,Southern Soccer Academy U14,Southern Soccer Academy,event_72_Southern Soccer Academy_U14_AD,GA,Georgia,u14,Male,,FALSE,AD,
4abc2fa8-0c6b-44b4-9f95-610398ff7ab8,Chicago Fire Youth SC U14 AD,Chicago Fire Youth SC,1306_U14_AD,IL,Illinois,u14,Male,2012,FALSE,AD,
19c2b3fc-9aa5-4eab-b316-58dc38111b2c,Chicago FC United U14 HD,Chicago FC United,83_U14_HD,IL,Illinois,u14,Male,2012,FALSE,HD,
76662f40-2895-4781-8794-78e1d4b6a104,Chicago FC United U14 AD,Chicago FC United,83_U14_AD,IL,Illinois,u14,Male,2012,FALSE,AD,
38f9b848-ea86-4f85-b776-1c2fb30fe099,Sockers FC Chicago U14 HD,Sockers FC Chicago,16_U14_HD,IL,Illinois,u14,Male,2012,FALSE,HD,
e58a5a98-4915-45d5-8208-ca5461bfeebe,Sockers FC Chicago U14 AD,Sockers FC Chicago,16_U14_AD,IL,Illinois,u14,Male,2012,FALSE,AD,
1b351eeb-0769-4fb0-a2a5-5ef5ec966420,St. Louis Scott Gallagher Illinois U14 AD,St. Louis Scott Gallagher Illinois,1314_U14_AD,IL,Illinois,u14,Male,2012,FALSE,AD,
e2b67281-1d5d-41d2-98e1-7e45eda9194c,Chicago Fire FC U14 HD,Chicago Fire FC,31_U14_HD,IL,Illinois,u14,Male,2012,FALSE,HD,
fd7e10da-3062-4830-86c2-cab2b8c39885,Indy Eleven U14 AD,Indy Eleven Academy,48_U14_AD,IN,Indiana,u14,Male,,FALSE,AD,
61c862c0-394e-423a-8397-5a08560c9303,Hoosier Premier U14 HD,Hoosier Premier,1140_U14_HD,IN,Indiana,u14,Male,,FALSE,HD,
315eaf00-0a75-4a7f-a124-6fc525972aab,Indy Eleven U14 HD,Indy Eleven Academy,48_U14_HD,IN,Indiana,u14,Male,,FALSE,HD,
67b46495-e9a9-429a-bb2f-8a201a5b95a3,Sporting Blue Valley U14 AD,Sporting Blue Valley,241_U14_AD,KS,Kansas,u14,Male,2012,FALSE,AD,
49825c05-ebc4-476a-b723-64b23dcb846e,Sporting Wichita U14 AD,Sporting Wichita,247112,KS,Kansas,u14,Male,2012,FALSE,AD,
10c88760-c7c4-45b7-a082-4d9ba2791364,Javanon FC U14 AD,Javanon FC,400_U14_AD,KY,Kentucky,u14,Male,2012,FALSE,AD,
9970f896-73f0-4cfc-8b9c-ddeaa75f87e1,Lexington SC U14 AD,Lexington SC,562_U14_AD,KY,Kentucky,u14,Male,2012,FALSE,AD,
821ae22f-042d-48a7-b4b6-73cb1a17ecce,Javanon FC  U14 HD,Javanon FC,400_U14_HD,KY,Kentucky,u14,Male,2012,FALSE,HD,
37f70497-66b3-44b7-ae77-83c347b12402,Louisiana TDP Elite U14 HD,Louisiana TDP Elite,469_U14_HD,LA,Louisiana,u14,Male,,FALSE,HD,
a5944a7d-ecce-46d9-a4c7-5ffb99c86367,NEFC U14 HD,NEFC,405_U14_HD,MA,Massachusetts,u14,Male,,FALSE,HD,
8e4027af-bb29-4d03-970c-52167292d023,Valeo Futbol Club U14 HD,Valeo Futbol Club,402_U14_HD,MA,Massachusetts,u14,Male,,FALSE,HD,
a1c7fbfb-527a-444d-a4bd-387c13cd1fe1,IFA West U14 AD,IFA West,1263_U14_AD,MA,Massachusetts,u14,Male,,FALSE,AD,
0592a0dd-6295-4ec7-982f-5c43645d0db8,New England Revolution U14 HD,New England Revolution,27_U14_HD,MA,Massachusetts,u14,Male,,FALSE,HD,
bbdb5606-82bf-4fb2-ade2-e7be0f2e4f0e,NEFC South U14 AD,NEFC South,1277_U14_AD,MA,Massachusetts,u14,Male,,FALSE,AD,
8302a219-1ce8-4895-8a99-de6ba0379ece,FC Greater Boston Bolts U14 HD,FC Greater Boston Bolts,67_U14_HD,MA,Massachusetts,u14,Male,,FALSE,HD,
c946925f-3430-4610-b9ec-c2fb4a402878,Valeo Futbol Club U14 AD,Valeo Futbol Club,402_U14_AD,MA,Massachusetts,u14,Male,,FALSE,AD,
35a6e86c-df17-472b-af23-063c1f2bb07e,Intercontinental Football Academy of New England U14 AD,Intercontinental Football Academy of New England,464_U14_AD,MA,Massachusetts,u14,Male,,FALSE,AD,
cfce0784-12d7-4ceb-91a2-4eff8ddbf21f,NEFC U14 AD,NEFC,405_U14_AD,MA,Massachusetts,u14,Male,,FALSE,AD,
cd390eac-3411-4b14-8447-f9063f8bfdf3,New England Revolution U14 AD,New England Revolution,27_U14_AD,MA,Massachusetts,u14,Male,,FALSE,AD,
795ff31c-fa82-4f7a-8c8d-9461a989879c,Intercontinental Football Academy of New England U14 HD,Intercontinental Football Academy of New England,464_U14_HD,MA,Massachusetts,u14,Male,,FALSE,HD,
777df86b-af1e-404b-8a98-0e26dfc7f9a5,KSA U14 HD,KSA,466_U14_HD,MA,Massachusetts,u14,Male,,FALSE,HD,
f12aa3f4-11ce-487c-8a5a-9aa33e311727,KSA U14 AD,KSA,466_U14_AD,MA,Massachusetts,u14,Male,,FALSE,AD,
06574658-207a-4be5-9d15-4275791da215,Seacoast United Mass U14 AD,Seacoast United Mass,1265_U14_AD,MA,Massachusetts,u14,Male,,FALSE,AD,
a9996b76-374e-4936-a1e7-c5f13ecfbe37,Coppermine SC U14 AD,Coppermine Soccer Club,1287_U14_AD,MD,Maryland,u14,Male,,FALSE,AD,
cc8107c4-d8c1-4491-8a79-1e05002786f0,Achilles FC U14 HD,Achilles FC,371_U14_HD,MD,Maryland,u14,Male,,FALSE,HD,
86af5f5b-3bbc-42e8-879c-ee65de136b3c,Achilles FC U14 AD,Achilles FC,371_U14_AD,MD,Maryland,u14,Male,,FALSE,AD,
71b4d1de-068c-4f59-b211-574c63912bd0,Bethesda SC U14 AD,Bethesda SC,91_U14_AD,MD,Maryland,u14,Male,,FALSE,AD,
e0c977f5-4ed7-43c4-9c50-779f5223a238,Baltimore Armour U14 AD,Baltimore Armour,54_U14_AD,MD,Maryland,u14,Male,,FALSE,AD,
